index_name,index_id,turnover_perc,numholdings_,aum_index,dvol,competition,top3_issuer,spread_bps,d_OwnIndex
FTSE Custom Emerging Ultra Dividend Revenue Index,FTSE Custom Emerging Ultra Dividend Revenue Index,212.7322472,114.8387097,3534701.769,30143.00712,0,0,15.64513297,0
FTSE Developed Asia Pacific NR USD,FTSE Developed Asia Pacific NR USD,285.087112,2366.284585,3603697422,39977366.5,0,1,8.617289025,0
FTSE Developed Diversified Factor Index,FTSE Developed Diversified Factor Index,357.9993516,693.720339,87633072.9,1181439.755,0,0,21.63653237,0
FTSE Developed Europe 50% Hedged to USD Index,FTSE Developed Europe 50% Hedged to USD Index,135.1639507,683.8367347,8272448.076,52320.78132,0,0,41.461295,0
FTSE Developed Europe Capped Hedged Index,FTSE Developed Europe Capped Hedged Index,331.1800812,602.310757,4630254.94,70479.46927,0,0,40.41267089,0
FTSE Developed Europe Capped Index,FTSE Developed Europe Capped Index,155.5783815,592.9721116,179011101.2,778666.4948,0,0,17.12102886,0
FTSE Developed Europe Diversified Factor Index,FTSE Developed Europe Diversified Factor Index,380.0821927,447.5575221,15399474.94,218063.0386,0,0,57.51657783,0
FTSE Developed Europe Qual/Vol/Yield Factor 5% Capped Index,FTSE Developed Europe Qual/Vol/Yield Factor 5% Capped Index,142.147168,294.3625,20677927.96,126090.9595,0,0,37.82682076,0
FTSE Developed ex North America 50% Hedged to USD Index,FTSE Developed ex North America 50% Hedged to USD Index,121.6311293,1008.42,274453305.8,1350690.053,0,0,24.6839767,0
FTSE Developed ex North America Diversified Factor Index,FTSE Developed ex North America Diversified Factor Index,177.2716901,584.5375494,998809488.2,7004653.957,0,0,12.51923926,0
FTSE Developed ex North America Index,FTSE Developed ex North America Index,227.1671275,1502.011858,2711177.222,23092.39634,0,0,48.2492963,0
FTSE Developed ex US Comprehensive Factor Net Tax (US RIC) Index,FTSE Developed ex US Comprehensive Factor Net Tax (US RIC) Index,96.96381014,1224.168675,70426554.24,271335.0562,0,0,61.95462194,0
FTSE Developed ex US Low Beta Equal Weight Index,FTSE Developed ex US Low Beta Equal Weight Index,86.25280105,780.4822134,16515692.36,92345.97697,0,0,70.9456913,0
FTSE Dv Ex US NR USD,FTSE Dv Ex US NR USD,213.2585903,1526.63745,19605978251,158145024.3,0,0,4.239825264,0
FTSE Emerging Diversified Factor Index,FTSE Emerging Diversified Factor Index,192.8199018,672.8735178,276664820.8,2123794.865,0,0,25.88628027,0
FTSE Emerging Index,FTSE Emerging Index,109.564769,925.1620553,2380222.179,11281.86295,0,0,47.88954536,0
FTSE Emerging Markets Index,FTSE Emerging Markets Index,255.4851756,102.4426877,1461050,14377.77569,0,0,28.56598786,0
FTSE Emerging NR USD,FTSE Emerging NR USD,273.5931012,1482.501992,6712730254,66586631.39,0,0,6.893305439,0
FTSE Focused Value Select Index,FTSE Focused Value Select Index,88.8894438,41.81818182,22929555.86,110717.5008,0,1,16.98818564,0
FTSE Gbl SmallCap Ex US TR USD,FTSE Gbl SmallCap Ex US TR USD,140.103969,3948.067194,5108113797,27614900.42,0,1,12.11359812,0
FTSE Germany Capped Index,FTSE Germany Capped Index,174.54316,84.35458167,6067425.622,39564.4893,0,0,16.02874934,0
FTSE Global All Cap ex US Choice Index,FTSE Global All Cap ex US Choice Index,184.5767547,4242.944664,1032622908,7757637.588,0,1,19.01345194,0
FTSE High Dividend Yield TR USD,FTSE High Dividend Yield TR USD,154.3192523,411.9367589,27166139599,162446778.5,0,1,4.252356439,0
FTSE India Capped Index,FTSE India Capped Index,236.0455778,159.812749,11800352.2,127776.7673,0,0,36.17885957,0
FTSE Italy Capped Index,FTSE Italy Capped Index,201.6928222,40.63346614,4847255.082,51845.42461,0,0,25.32154575,0
FTSE Japan 50% Hedged to USD Index,FTSE Japan 50% Hedged to USD Index,685.3607272,586.3129252,6078999.337,145237.497,0,0,38.47245981,0
FTSE Japan Capped Hedged Index,FTSE Japan Capped Hedged Index,38.16277591,513.7290837,4883384.461,8776.329677,0,0,15.89932982,0
FTSE Japan Capped Index,FTSE Japan Capped Index,187.1464925,511.685259,412600228.9,3455757.973,0,0,15.16333452,0
FTSE Latin America Capped Index,FTSE Latin America Capped Index,327.6016821,165.7848606,2003562.545,26122.59743,0,0,39.65306858,0
FTSE RAFI Dv Ex US Mid Small 1500 NR USD,FTSE RAFI Dv Ex US Mid Small 1500 NR USD,244.9250228,1534.079051,326101450.6,3160402.265,0,0,26.43799001,0
FTSE RAFI Dvlp ex US 1000 TR USD,FTSE RAFI Dvlp ex US 1000 TR USD,250.7657299,1057.474308,1034018451,10729377.85,0,0,18.29644643,0
FTSE RAFI Emerging TR USD,FTSE RAFI Emerging TR USD,293.6305091,411.0948617,1116164660,12891139.87,0,0,13.8791112,0
FTSE RAFI US 1000 TR USD,FTSE RAFI US 1000 TR USD,126.9431076,1002.039526,4253398103,21808371.51,0,0,6.023767714,0
FTSE RAFI US Mid Small 1500 TR USD,FTSE RAFI US Mid Small 1500 TR USD,197.2197519,1457.940711,1555909369,11609775.08,0,0,12.40656888,0
FTSE Russia Capped Index,FTSE Russia Capped Index,259.1024518,33.37450199,12032496.45,138533.8667,0,0,45.58853094,0
FTSE Saudi Arabia Capped Index,FTSE Saudi Arabia Capped Index,54.66194439,47.76095618,2357074.983,5399.755694,0,0,40.12882176,0
FTSE Shariah USA Index,FTSE Shariah USA Index,293.0086596,218.6166008,39681211,421532.385,0,0,20.57289811,0
FTSE U.S. Qual/Vol/Yield Factor 5% Capped Index,FTSE U.S. Qual/Vol/Yield Factor 5% Capped Index,146.2358101,177.2125,531494194.5,3029925.838,0,0,16.55436453,0
FTSE US All Cap Choice Index,FTSE US All Cap Choice Index,221.5296422,1499.703557,1653616850,14300193.66,0,1,9.314738818,0
FTSE USA Small Cap Qual/Vol/Yield Factor 3% Capped Index,FTSE USA Small Cap Qual/Vol/Yield Factor 3% Capped Index,158.9425265,274.1027668,97400011.67,593313.6835,0,0,23.74905965,0
FTSE/Asean 40,FTSE/Asean 40,131.4411444,47.41700405,22959484.25,131078.4741,0,0,109.8848104,0
FactSet Innovative Technology Index,FactSet Innovative Technology Index,492.3043751,98.39043825,175752332,3108069.502,0,1,12.65675263,1
FactSet Pet Care Index,FactSet Pet Care Index,435.2814367,31.29317269,93074736.22,1911222.495,0,0,20.01535644,1
Fidelity Core Dividend Index,Fidelity Core Dividend Index,220.8947343,124.749004,530166793,4519524.67,0,0,20.30712825,1
Fidelity Dividend Index for Rising Rates,Fidelity Dividend Index for Rising Rates,132.9892457,133.5338645,300166439.7,1628625.528,0,0,22.1841513,1
Fidelity International High Dividend Index,Fidelity International High Dividend Index,213.6124516,104.0318725,41259727.61,371900.7665,0,0,45.67379741,1
Fidelity International Value Factor Index,Fidelity International Value Factor Index,164.2337918,120.063745,14480272.15,99165.3114,0,0,54.59595618,1
Fidelity Small-Mid Factor Index,Fidelity Small-Mid Factor Index,602.6298906,598.7171315,18188438.43,366030.7107,0,0,33.13243919,1
Fidelity Stocks for Inflation Factor Index,Fidelity Stocks for Inflation Factor Index,364.4207937,100.1992032,2901253.72,36824.26283,0,0,60.24393348,1
Fidelity Targeted Emerging Markets Factor Index,Fidelity Targeted Emerging Markets Factor Index,305.5155337,222.0836653,9208329.141,113321.2168,0,0,51.04888466,1
Fidelity Targeted International Factor Index,Fidelity Targeted International Factor Index,181.0864558,219.4183267,9692639.635,77991.20439,0,0,37.15786645,1
Fidelity U.S. Low Volatility Factor Index,Fidelity U.S. Low Volatility Factor Index,256.671491,129.5139442,366327309.1,3792093.95,0,0,14.83916649,1
Fidelity U.S. Momentum Factor Index,Fidelity U.S. Momentum Factor Index,270.2639201,128.9442231,90800881.6,961606.9542,0,0,16.70714814,1
Fidelity U.S. Quality Factor Index,Fidelity U.S. Quality Factor Index,269.6316919,129.4462151,145520796.6,1490205.216,0,0,21.08580167,1
Fidelity U.S. Value Factor Index,Fidelity U.S. Value Factor Index,224.5442902,129.2908367,197214704.2,1836566.893,0,0,31.35442912,1
Financial Select Sector SPDR,US Financials Sector,1239.544765,245.0026827,12755092483,857871945.1,1,1,5.46373965,1
First Trust Dow Jones Internet Index,US Internet Sector,186.644075,87.9123506,726499076.1,5118856.411,1,0,11.37741885,0
Fundamental Income Net Lease Real Estate Index,Fundamental Income Net Lease Real Estate Index,188.2704376,24.28853755,43037800.8,311310.4383,0,0,28.18381853,1
Gavekal Knowledge Leaders Developed World Index,Gavekal Knowledge Leaders Developed World Index,86.15880834,327.7425743,132776342.3,371583.5335,0,0,14.83592004,1
Goldman Sachs ActiveBeta Emerging Markets Equity Index,Goldman Sachs ActiveBeta Emerging Markets Equity Index,111.806259,423.3003953,1706559810,7958821.417,0,0,14.07287956,1
Goldman Sachs ActiveBeta Europe Equity Index,Goldman Sachs ActiveBeta Europe Equity Index,153.2418944,396.3517787,16391524.69,112222.4958,0,0,27.5129284,1
Goldman Sachs ActiveBeta International Equity Index,Goldman Sachs ActiveBeta International Equity Index,183.8321638,788.1304348,1695864176,11731960.45,0,0,12.36927985,1
Goldman Sachs ActiveBeta Japan Equity Index,Goldman Sachs ActiveBeta Japan Equity Index,122.2499401,311.4347826,19173067.81,113526.9559,0,0,16.95242483,1
Goldman Sachs ActiveBeta U.S. Large Cap Equity Index,Goldman Sachs ActiveBeta U.S. Large Cap Equity Index,95.12363278,442.9565217,8859649786,34442832.5,0,0,6.825236991,1
Goldman Sachs ActiveBeta U.S. Small Cap Equity Index,Goldman Sachs ActiveBeta U.S. Small Cap Equity Index,253.4901456,1403.533597,127240814.1,1153110.553,0,0,45.44702618,1
Goldman Sachs Hedge Fund VIP Index TR,Goldman Sachs Hedge Fund VIP Index TR,146.1238776,49.31620553,104450646.1,583093.758,0,0,18.8546688,1
Hartford Multifactor Diversified International Index,Hartford Multifactor Diversified International Index,6.677281376,350.1792829,4816188.201,1390.774593,0,0,45.04696882,1
Hartford Multifactor Low Volatility US Equity Index,Hartford Multifactor Low Volatility US Equity Index,98.53031984,254.2317881,6979315.335,27430.52451,0,0,55.46839048,1
Hartford Multifactor Small Cap Index,Hartford Multifactor Small Cap Index,110.3879633,346.1832669,10469331.93,54806.16058,0,0,46.45618602,1
Health Care Select Sector SPDR,US Healthcare Sector,662.1530629,237.7405556,16970828818,555501969.5,1,1,4.362770622,1
Hoya Capital Housing 100 Index,Hoya Capital Housing 100 Index,268.9691658,100.6324111,22846042.83,225040.7058,0,0,27.32406214,1
IBD Breakout Stocks Index,IBD Breakout Stocks Index,426.1522205,34.14229249,6043531.873,109777.7751,0,0,66.39447908,1
IBD ETF Leaders Index,IBD ETF Leaders Index,158.539143,36.01976285,9815401.119,64486.03181,0,0,45.24805599,1
IISL S&P/CNX Nifty TR INR,IISL S&P/CNX Nifty TR INR,162.3423634,56.70355731,598882674.9,3902300.116,0,0,30.90941289,0
INDXX Hedged Dividend Income Index,INDXX Hedged Dividend Income Index,181.5438352,421.8428571,3370138.52,27750.0721,0,0,63.4407137,1
INDXX India Consumer TR USD,INDXX India Consumer TR USD,119.1417786,35,79845789.65,371572.4414,0,0,94.93786442,1
INDXX U.S. Infrastructure Development Index,INDXX U.S. Infrastructure Development Index,400.9310092,95.46558704,258704326.1,4297119.004,0,0,38.00740344,1
IPOX 100 Europe Index,IPOX 100 Europe Index,315.0513111,101.0118577,2331821.862,32066.03141,0,0,22.68950972,1
IPOX 100 TR USD,IPOX 100 TR USD,152.9557107,100.0197628,1409136626,8255393.089,0,0,8.144031496,1
IPOX International Index,IPOX International Index,499.9743387,50.02766798,221466389.6,4205671.755,0,0,35.37629272,1
IQ 500 International Index,IQ 500 International Index,13.46735804,558.612,236415567,178511.549,0,0,29.18558839,1
IQ Candriam ESG International Equity Index,IQ Candriam ESG International Equity Index,48.6096567,637.268,73399492.18,467260.0758,0,0,20.25059133,1
IQ Candriam ESG US Equity Index,IQ Candriam ESG US Equity Index,305.0282844,314.116,106841677,1189518.51,0,0,40.5575195,1
IQ Global Agribusiness Small Cap TR USD,IQ Global Agribusiness Small Cap TR USD,111.9867712,48.42857143,6786567.318,36540.04786,0,0,23.04315562,1
IQ Global Resources TR USD,IQ Global Resources TR USD,231.7229481,249.396,25680358.95,238735.0214,0,0,16.16477341,1
IQ Hedge Market Neutral USD,IQ Hedge Market Neutral USD,140.6178866,154.628,16994504.04,95033.96212,0,0,21.07735981,1
IQ Hedge Merger Arbitrage TR USD,IQ Hedge Merger Arbitrage TR USD,169.3583823,91.788,770177530.4,5231646.858,0,0,16.0903446,1
ISE BICK USD,ISE BICK USD,94.73861758,88.16205534,80092348.89,346339.8291,0,0,110.6856544,1
ISE Chindia TR USD,ISE Chindia TR USD,139.1452639,49.42687747,155416989.3,1047999.961,0,0,18.18598743,1
ISE Cloud Computing USD,ISE Cloud Computing USD,223.8245169,62.98418972,4035206538,35672664.85,0,0,10.67312627,1
ISE Cyber Security Index,ISE Cyber Security Index,170.034054,58.03162055,1477665086,10018160.03,0,0,14.62258793,1
ISE Global Engineering and Construction USD,ISE Global Engineering and Construction USD,329.9977317,59.91304348,6843669.019,93715.58352,0,0,47.89013504,1
ISE Global Wind Energy USD,ISE Global Wind Energy USD,267.9359522,45.8458498,161942241.2,2061989.683,0,0,21.90612548,1
ISE Junior Silver (SM Miners/Explor) USD,ISE Junior Silver (SM Miners/Explor) USD,1246.864031,43.88142292,300350384.5,14619174.07,0,0,31.12390539,1
ISE Mobile Payments Index,ISE Mobile Payments Index,345.2788607,43.17786561,734586559.8,9428970.874,0,0,18.9807352,1
ISE Revere Natural Gas USD,ISE Revere Natural Gas USD,2367.785641,38.22134387,81509263.14,7681888.585,0,0,15.50139739,1
ISE Water,ISE Water,107.5172362,36.66403162,537267700.3,2260622.009,0,0,12.01953693,1
Indus India,Indus India,192.1041806,130.9683794,91783137.3,724231.1655,0,0,37.44867147,1
Industrial Select Sector SPDR,US Industrials Sector,1304.057693,213.620332,7049659022,517119983.8,1,1,4.66379461,1
Indxx 5G & NextG Thematic Index,Indxx 5G & NextG Thematic Index,210.4241248,99.64426877,484894811.4,3815733.996,0,0,27.62247371,1
Indxx Artificial Intelligence & Big Data Index,Indxx Artificial Intelligence & Big Data Index,322.5813593,91.55060729,70189287.68,1074961.651,0,0,41.48158521,1
Indxx Blockchain Index,Indxx Blockchain Index,104.2980649,104.1146245,41811233.27,188450.8106,0,0,41.73377004,1
Indxx Cybersecurity Index,Indxx Cybersecurity Index,911.9504758,31.66517857,30474712.54,1495673.07,0,0,50.03154201,1
Indxx Disruptive Technologies Index,Indxx Disruptive Technologies Index,184.0104035,101.016129,102143309.1,747222.7614,0,0,28.55805638,1
Indxx Global Agriculture Index,Indxx Global Agriculture Index,163.0301193,44.29644269,2934876.117,21246.01987,0,0,41.85025574,1
Indxx Global Cloud Computing Index,Indxx Global Cloud Computing Index,593.7663888,39,862640958.2,22480952.42,0,0,17.38949281,1
Indxx Global Fintech Thematic Index,Indxx Global Fintech Thematic Index,272.9710497,42.57489879,613066505.5,6563249.123,0,0,20.93701878,1
Indxx Global Health & Wellness Thematic Index,Indxx Global Health & Wellness Thematic Index,222.0632626,64.12955466,19255321.47,187169.4139,0,0,46.72084823,1
Indxx Global Internet of Things Thematic Index,Indxx Global Internet of Things Thematic Index,238.2257915,57.26720648,200330975.5,1820866.256,0,0,27.73940816,1
Indxx Global Natural Resources Income Index,Indxx Global Natural Resources Income Index,115.3921056,50.11857708,6231809.577,31123.65163,0,0,62.34534027,1
Indxx Global Robotics & Artificial Intelligence Thematic Index,Indxx Global Robotics & Artificial Intelligence Thematic Index,356.5750581,40.69635628,1603813385,22797165.38,0,0,12.98982199,1
Indxx Millennials Thematic Index,Indxx Millennials Thematic Index,207.9454071,84.22672065,86985514.26,719979.7162,0,0,45.74640785,1
Indxx Real Asset Income Index,Indxx Real Asset Income Index,75.73572273,93.676,142124005.2,739446.2324,0,0,48.44017838,1
Innovation Labs Blockchain Innovators Index,Innovation Labs Blockchain Innovators Index,363.6624783,51.07692308,10870086.17,177554.8033,0,0,42.10380943,1
Innovation Labs Cannabis Index,Innovation Labs Cannabis Index,680.9802487,28.58333333,28676967.82,672889.1321,0,0,75.91834017,1
Innovation Labs Next Generation Vehicles Index,Innovation Labs Next Generation Vehicles Index,392.9638783,68.48178138,2640432.257,50300.70774,0,0,34.0024572,1
Inspire 100 Index,Inspire 100 Index,192.5490818,97.98023715,106491143.4,758293.9526,0,0,47.41866797,1
Inspire Global Hope Large Cap Equal Weight Index,Inspire Global Hope Large Cap Equal Weight Index,180.8931908,318.6758893,117089792.8,843185.411,0,0,23.53056643,1
Inspire International ESG Index,Inspire International ESG Index,290.4372008,157.6521739,50773314.74,511243.5337,0,0,54.4462474,1
Inspire Small/Mid Cap Impact Equal Weight Index,Inspire Small/Mid Cap Impact Equal Weight Index,237.3567007,349.6126482,75804408.37,693283.8165,0,0,61.23161681,1
Invesco Aerospace & Defense,US Defense Sector,247.0746401,45.26623377,2071742240,24214995.96,1,0,8.006991593,1
Invesco China Technology,China Technology Sector,856.1103688,78.17494135,1779933452,76478853.47,1,0,12.9259854,1
Invesco Preferred Shares,Preferred Shares,247.7715746,399.8944846,11244672337,119563878.8,1,0,7.400099027,1
Invesco Strategic Developed ex-US Index,Invesco Strategic Developed ex-US Index,53.30719035,843.4426877,235087752.4,479127.2615,0,0,22.78844154,1
Invesco Strategic Developed ex-US Small Company Index,Invesco Strategic Developed ex-US Small Company Index,37.66149435,949.9119497,9933054.209,16976.13599,0,0,24.82810607,1
Invesco Strategic Emerging Markets Index,Invesco Strategic Emerging Markets Index,80.3641075,393.8300395,21752315.67,69832.71621,0,0,31.62828657,1
Invesco Strategic US Index,Invesco Strategic US Index,78.59561057,547.3280632,133823135,405659.8966,0,0,16.46995751,1
Invesco Strategic US Small Company Index,Invesco Strategic US Small Company Index,107.6177375,1194.316206,27434129.98,112729.7839,0,0,34.36411181,1
JP Morgan US Dividend Index,JP Morgan US Dividend Index,158.5521557,245.6719368,34043573.68,265341.9613,0,0,29.38399645,1
JP Morgan US Minimum Volatility Index,JP Morgan US Minimum Volatility Index,207.0174085,255.4150198,69725329.22,614064.7746,0,0,20.25802405,1
JP Morgan US Momentum Factor Index,JP Morgan US Momentum Factor Index,183.2410582,340.4229249,105793769.7,734587.1519,0,0,18.54909641,1
JP Morgan US Quality Factor Index,JP Morgan US Quality Factor Index,228.1563886,273.2608696,300509588.9,2478728.109,0,0,15.02726672,1
JP Morgan US Value Factor Index,JP Morgan US Value Factor Index,188.6662285,359.9130435,65307950.46,520619.3033,0,0,24.41979885,1
JPX-Nikkei 400 Net Total Return Index,JPX-Nikkei 400 Net Total Return Index,149.8580452,400.332119,55340303.11,264993.2269,1,0,40.72754594,1
JPX-Nikkei 400 Total Return USD Hedged Index,JPX-Nikkei 400 Total Return USD Hedged Index,48.06230856,7.335968379,2851657.087,5896.454301,0,0,42.52250646,1
JUST US Large Cap Diversified Index,JUST US Large Cap Diversified Index,170.4660211,452.1185771,135582583.2,879424.8972,0,0,24.59261991,1
Janus Small Cap Growth Alpha Index,Janus Small Cap Growth Alpha Index,274.3353466,220.9442231,49902250.29,523393.4179,0,0,31.0711534,1
Janus Small/Mid Cap Growth Alpha Index,Janus Small/Mid Cap Growth Alpha Index,181.7379063,272.0358566,110959756.9,786760.4914,0,0,33.72338699,1
John Hancock Dimensional Consumer Staples Index,John Hancock Dimensional Consumer Staples Index,112.1919851,59.40239044,24115644.43,123499.1148,0,0,19.80585279,1
John Hancock Dimensional Developed International Index,John Hancock Dimensional Developed International Index,53.29304997,757.6613546,453481905.2,1002255.215,0,0,29.56926424,1
John Hancock Dimensional Emerging Markets Index,John Hancock Dimensional Emerging Markets Index,45.76209413,644.9681275,701382690.8,1276784.119,0,0,21.93906352,1
John Hancock Dimensional Energy Index,John Hancock Dimensional Energy Index,196.3222813,42.49800797,14331110.42,114605.9997,0,0,27.64153439,1
John Hancock Dimensional Industrials Index,John Hancock Dimensional Industrials Index,125.171225,166.5816733,30402997.81,167412.5661,0,0,21.12043587,1
John Hancock Dimensional Materials Index,John Hancock Dimensional Materials Index,57.62666479,61.96015936,20493076.44,44549.78326,0,0,16.58663329,1
John Hancock Dimensional Media and Communications Index,John Hancock Dimensional Media and Communications Index,96.71723406,61.20318725,25037659.03,90306.41047,0,0,31.78081562,1
John Hancock Dimensional Small Cap Index,John Hancock Dimensional Small Cap Index,100.3832496,374.0478088,489429716.1,1912598.817,0,0,15.4123452,1
John Hancock Dimensional Utilities Index,John Hancock Dimensional Utilities Index,108.5129313,52.86055777,26623734.26,145080.9621,0,0,18.06642056,1
KBW Bank TR USD,KBW Bank TR USD,1379.595117,25.60079051,654272853.5,32974124.65,0,0,9.650579764,1
KBW Fin Sector Divi Yield TR USD,KBW Fin Sector Divi Yield TR USD,229.7355538,41.44268775,238418496.7,2097158.335,0,0,16.48203407,1
KBW Property & Casualty TR USD,KBW Property & Casualty TR USD,241.661373,25.69565217,143986538.2,1368758.961,0,0,23.84083605,1
KBW Regional Banking TR USD,KBW Regional Banking TR USD,191.7044193,51.53754941,37346121.97,278191.695,0,0,39.61467284,1
LPX Direct Listed Private Equity TR USD,LPX Direct Listed Private Equity TR USD,92.41165475,54.66666667,17403286.71,60442.06319,0,0,52.4076665,1
Lattice Risk-Optimized Advancing Markets Strategy Index,Lattice Risk-Optimized Advancing Markets Strategy Index,160.5569724,353.6015936,48433432.14,318514.0036,0,0,58.382288,1
Lattice Risk-Optimized Developed Markets (ex-US) Strategy Index,Lattice Risk-Optimized Developed Markets (ex-US) Strategy Index,211.4244613,510.2669323,2171181653,17983292.28,0,0,11.25210682,1
Lattice Risk-Optimized US Large Cap Equity Strategy Index,Lattice Risk-Optimized US Large Cap Equity Strategy Index,136.4172105,374.1115538,276531382.2,1512550.848,0,0,21.49576528,1
LibertyQ Emerging Markets Index,LibertyQ Emerging Markets Index,173.4043173,372.4183267,53702325.22,691418.1255,0,0,30.51408341,1
LibertyQ Global Dividend Index,LibertyQ Global Dividend Index,63.19746404,127.1752988,23198825.56,71119.94847,0,0,39.81173448,1
LibertyQ Global Equity Index,LibertyQ Global Equity Index,69.80784516,664.0318725,14551657.89,55793.27544,0,0,34.46302339,1
LibertyQ International Equity Hedged Index,LibertyQ International Equity Hedged Index,139.4648742,258.2031873,9847298.888,56976.48387,0,0,46.67105547,1
LibertyQ Mid Cap Index,LibertyQ Mid Cap Index,116.8969542,201.8605578,20653512.15,108812.7838,0,0,28.57581406,1
LibertyQ Small Cap Index,LibertyQ Small Cap Index,134.4773678,498.4262948,14999871.29,95823.53248,0,0,67.14513698,1
LibertyQ US Large Cap Equity Index,LibertyQ US Large Cap Equity Index,100.9515516,251.9043825,1355529231,5848561.063,0,0,17.89354918,1
Life + Liberty Freedom 100 Emerging Markets Index,Life + Liberty Freedom 100 Emerging Markets Index,193.8009415,103.972332,18069486.06,148825.3871,0,0,67.67621148,1
LifeSci Biotechnology Clinical Trials Index,LifeSci Biotechnology Clinical Trials Index,646.1168288,117.676,40486450.4,1041771.61,0,0,22.44634469,1
LifeSci Biotechnology Products Index,LifeSci Biotechnology Products Index,85.10410596,46.38,26083013.3,87490.59373,0,0,34.51014778,1
Loncar China BioPharma Index,Loncar China BioPharma Index,275.6086509,41.99209486,11490272.91,126316.1532,0,0,63.49336034,1
Loup Frontier Tech Index,Loup Frontier Tech Index,279.8244937,31.23715415,15314510.56,228282.8227,0,0,28.85736689,1
MAC Global Solar Energy TR USD,MAC Global Solar Energy TR USD,976.7085212,27.60079051,1156938702,56279713.41,0,0,12.23999283,1
ML Equal Sector Weight USD,ML Equal Sector Weight USD,96.16884216,12.02016129,152270932.5,570307.8217,0,0,17.88507153,1
MSCI ACWI,All World,492.376134,5445.496648,12775699290,233721470.6,1,0.5,4.171818109,0
MSCI ACWI Diversified MultiFactor Index,MSCI ACWI Diversified MultiFactor Index,105.6391304,492.0395257,101371731.4,551142.118,0,0,38.9375008,0
MSCI ACWI IMI Index,MSCI ACWI IMI Index,162.0808304,1486.737052,313031490.4,2021979.592,0,1,28.57885728,0
MSCI ACWI Low Carbon Target Index,MSCI ACWI Low Carbon Target Index,144.6666579,1507.373,274692999,1410306.192,1,0.5,19.19581605,0
MSCI ACWI Minimum Vol (USD) NR USD,MSCI ACWI Minimum Vol (USD) NR USD,167.2104451,449.8537549,5654274662,36528286.32,0,0,7.427742991,0
MSCI ACWI Select Agricul Prod IMI NR USD,MSCI ACWI Select Agricul Prod IMI NR USD,173.241989,166.7351779,25248669.61,172450.5604,0,0,30.76179758,0
MSCI ACWI Select Energy Prod IMI NR USD,MSCI ACWI Select Energy Prod IMI NR USD,385.6109058,219.458498,43289442.45,621240.4161,0,0,56.10305454,0
MSCI ACWI Select Gold Miners IMI NR USD,MSCI ACWI Select Gold Miners IMI NR USD,505.511051,47.04743083,447845320.3,8530575.71,0,0,47.33428449,0
MSCI ACWI Select Mt&MP Ex G&S IMI NR USD,MSCI ACWI Select Mt&MP Ex G&S IMI NR USD,344.1352609,230.173913,250533545.4,3695440.93,0,0,33.87961884,0
MSCI ACWI Select Silver Miner IMI NR USD,MSCI ACWI Select Silver Miner IMI NR USD,448.3058311,39.75494071,161960708,3017723.32,0,0,38.66620055,0
MSCI ACWI Sustainable Impact Index,MSCI ACWI Sustainable Impact Index,205.4211783,150.715415,145861732.8,1235398.569,0,1,34.95281508,0
MSCI ACWI ex USA 100% Hedged to USD Index,MSCI ACWI ex USA 100% Hedged to USD Index,102.232662,144.0750988,76212251.09,315304.0071,0,0,37.49403557,0
MSCI ACWI ex USA High Dividend Yield US Dollar Hedged Index,MSCI ACWI ex USA High Dividend Yield US Dollar Hedged Index,86.26105563,383.3212851,20960198.79,75875.13688,0,0,95.17456478,0
MSCI ACWI ex USA US Dollar Hedged USD,MSCI ACWI ex USA US Dollar Hedged USD,137.870191,2207.48996,101556900.8,591675.7629,0,0,23.72634298,0
MSCI ACWI ex-US Index,MSCI ACWI ex-US Index,397.209026,1560.473752,2311779075,46393645.79,1,0.5,10.47790022,0
MSCI All Argentina 25/50 Index,MSCI All Argentina 25/50 Index,192.9293676,30.71541502,8767647.794,77921.19051,1,1,35.3229581,0
MSCI All Colombia Capped NR USD,MSCI All Colombia Capped NR USD,318.4415186,33.50988142,18713429.65,241468.4656,0,0,44.30335485,0
MSCI All Country Asia ex Japan,Asia ex Japan,373.3456755,1323.755992,2074831864,50153140.69,1,0,22.03570528,0
MSCI All Pakistan Select 25/50 Index,MSCI All Pakistan Select 25/50 Index,207.9180167,34.13360324,39909801.39,352953.6284,0,0,67.64129347,0
MSCI All Peru Capped NR USD,MSCI All Peru Capped NR USD,219.1389081,33.05533597,103387779.1,981016.8089,0,0,63.0916167,0
MSCI All Qatar Capped Index,MSCI All Qatar Capped Index,125.7332494,43.02371542,82176251.17,404863.4144,0,0,47.77779539,0
MSCI All UAE Capped Index,MSCI All UAE Capped Index,358.7607233,44.18972332,37085418.53,421713.5604,0,0,57.45700311,0
MSCI Australia,Australia,811.5396312,90.52290688,639841733.6,33163331.22,1,0,27.80412193,0
MSCI Australia 100% Hedged to USD Index,MSCI Australia 100% Hedged to USD Index,141.8172245,6.917721519,2382731.758,15021.48355,0,0,41.1341443,0
MSCI Austria IMI 25/50 NR USD,MSCI Austria IMI 25/50 NR USD,343.3934198,32.3201581,50147148.26,668924.3083,0,0,42.75188532,0
MSCI Belgium IMI 25/50 NR USD,MSCI Belgium IMI 25/50 NR USD,245.0762339,50.07905138,33254585.01,375248.6509,0,0,51.43338703,0
MSCI Brazil,Brazil,1949.18087,77.99859,3195379807,464452842.4,1,0,21.8692026,0
MSCI Brazil Small NR USD,MSCI Brazil Small NR USD,354.7987722,84.35573123,115232501.1,1865667.561,0,0,44.21257261,0
