,index,yearqtr,diff_mkt_share,diff_tr_error_bps,diff_tr_difference_bps,diff_mer_bps,diff_turnover_frac,diff_logDvol,diff_tr_error_perc,diff_tr_difference_perc,diff_lend_byAUM_bps,diff_marketing_fee_bps,diff_vol_share,diff_urgency_mean,diff_spread_bps_etfg,diff_spread_bps_crsp,ix_urgency_mean,ix_urgency_median,ix_urgency_std,aum_index,VIX,vix_resid,vix_plus,vix_minus
621,MSCI ACWI Low Carbon Target Index,20194,-0.68890338,0.3440630200000001,0.6002303020000002,0.0,-0.3118538579999999,-2.17788815,0.00344063,0.0060023029999999,0.527361081,0.0,-0.7964924227633615,-0.2538884308108849,8.62875,6.141371495,0.9667094107285328,0.8793610339782925,0.6104776684732536,567996399.3,13.985781249999997,-2.416596487635273,0.0,2.416596487635273
622,MSCI ACWI Low Carbon Target Index,20194,-0.68890338,0.3440630200000001,0.6002303020000002,0.0,-0.3118538579999999,-2.17788815,0.00344063,0.0060023029999999,0.527361081,0.0,-0.7964924227633615,-0.2538884308108849,8.62875,6.141371495,0.9667094107285328,0.8793610339782925,0.6104776684732536,567996399.3,13.985781249999997,-2.416596487635273,0.0,2.416596487635273
623,MSCI ACWI Low Carbon Target Index,20201,-0.7340071960000001,-13.508350680000008,4.519266882,0.0,4.654849886999999,-0.611943590000001,-0.1350835059999999,0.045192669,0.527361081,0.0,-0.296768067301044,-0.2702546673808574,-17.082727270000003,-12.099718969999998,0.9749169792450438,0.8450644297439862,0.6759154135165613,485320335.1,31.224516129032253,16.181297789518222,16.181297789518222,-0.0
624,MSCI ACWI Low Carbon Target Index,20201,-0.7340071960000001,-13.508350680000008,4.519266882,0.0,4.654849886999999,-0.611943590000001,-0.1350835059999999,0.045192669,0.527361081,0.0,-0.296768067301044,-0.2702546673808574,-17.082727270000003,-12.099718969999998,0.9749169792450438,0.8450644297439862,0.6759154135165613,485320335.1,31.224516129032253,16.181297789518222,16.181297789518222,-0.0
625,MSCI ACWI ex-US Index,20161,-0.4534230319999999,-3.5781481100000008,0.633282359999999,-3.0,-2.049066965,-1.5926011599999992,-0.035781481,0.0063328229999999,1.68996388,0.0,-0.6619635067799495,-0.0679726931073594,3765.1730634,2.242501373,0.8823913932855649,0.7826592617965367,0.5890317271249244,2612895089.0,20.486229508196722,3.34511271181686,3.34511271181686,-0.0
626,MSCI ACWI ex-US Index,20161,-0.4534230319999999,-3.5781481100000008,0.633282359999999,-3.0,-2.049066965,-1.5926011599999992,-0.035781481,0.0063328229999999,1.68996388,0.0,-0.6619635067799495,-0.0679726931073594,3765.1730634,2.242501373,0.8823913932855649,0.7826592617965367,0.5890317271249244,2612895089.0,20.486229508196722,3.34511271181686,3.34511271181686,-0.0
627,MSCI ACWI ex-US Index,20162,-0.4097778219999999,-6.294331820000011,5.993557349,-3.0,-0.1071592089999997,-0.8499598700000028,-0.0629433179999999,0.059935573,1.68996388,0.0,-0.4011174484457941,-0.0964821220945909,38.915061524,0.8886000520000006,0.8736075749847879,0.7826592617965367,0.5660075981186677,2631621022.0,15.675937500000002,-3.842188261928152,0.0,3.842188261928152
628,MSCI ACWI ex-US Index,20162,-0.4097778219999999,-6.294331820000011,5.993557349,-3.0,-0.1071592089999997,-0.8499598700000028,-0.0629433179999999,0.059935573,1.68996388,0.0,-0.4011174484457941,-0.0964821220945909,38.915061524,0.8886000520000006,0.8736075749847879,0.7826592617965367,0.5660075981186677,2631621022.0,15.675937500000002,-3.842188261928152,0.0,3.842188261928152
629,MSCI ACWI ex-US Index,20163,-0.4043488019999999,2.994924830000002,-0.2738035579999991,-3.0,-1.3925821990000002,-1.428461650000001,0.029949249,-0.0027380359999999,1.68996388,0.0,-0.6133230196975152,-0.0687482070733935,13.696070516,0.8285518190000003,0.8868170879467119,0.7974128000190283,0.5899747970555339,2763106114.0,13.233906249999997,-2.9728153507895527,0.0,2.9728153507895527
630,MSCI ACWI ex-US Index,20163,-0.4043488019999999,2.994924830000002,-0.2738035579999991,-3.0,-1.3925821990000002,-1.428461650000001,0.029949249,-0.0027380359999999,1.68996388,0.0,-0.6133230196975152,-0.0687482070733935,13.696070516,0.8285518190000003,0.8868170879467119,0.7974128000190283,0.5899747970555339,2763106114.0,13.233906249999997,-2.9728153507895527,0.0,2.9728153507895527
631,MSCI ACWI ex-US Index,20164,-0.3896824619999999,5.704882670000004,-0.4961163800000001,-3.0,-1.2663698960000005,-0.8978310100000009,0.0570488269999999,-0.004961164,1.68996388,0.0,-0.4210071413064184,-0.075526820369835,1.420714854,0.456996551,0.9007015796949999,0.8616077085864375,0.5584148371118794,2863136357.0,14.097936507936511,-0.42769121557883594,0.0,0.42769121557883594
632,MSCI ACWI ex-US Index,20164,-0.3896824619999999,5.704882670000004,-0.4961163800000001,-3.0,-1.2663698960000005,-0.8978310100000009,0.0570488269999999,-0.004961164,1.68996388,0.0,-0.4210071413064184,-0.075526820369835,1.420714854,0.456996551,0.9007015796949999,0.8616077085864375,0.5584148371118794,2863136357.0,14.097936507936511,-0.42769121557883594,0.0,0.42769121557883594
633,MSCI ACWI ex-US Index,20171,-0.300506278,1.8709948500000024,-0.7918975189999999,-3.0,-0.6860602189999998,-0.8788640099999974,0.0187099479999999,-0.0079189749999999,1.68996388,0.0,-0.4131735215199565,-0.1554405113828917,-4.243627088,1.088977979,0.933693108656265,0.8827071039549937,0.9660347336437678,3174827261.0,11.691935483870967,-3.428490515217929,0.0,3.428490515217929
634,MSCI ACWI ex-US Index,20171,-0.300506278,1.8709948500000024,-0.7918975189999999,-3.0,-0.6860602189999998,-0.8788640099999974,0.0187099479999999,-0.0079189749999999,1.68996388,0.0,-0.4131735215199565,-0.1554405113828917,-4.243627088,1.088977979,0.933693108656265,0.8827071039549937,0.9660347336437678,3174827261.0,11.691935483870967,-3.428490515217929,0.0,3.428490515217929
635,MSCI ACWI ex-US Index,20172,-0.26101768,-18.17392914,1.505452401,-2.0,0.946481046,-0.0553117800000002,-0.1817392909999999,0.015054524,1.68996388,0.0,-0.027648841303427,-0.0720078208029443,,-0.1427223770000001,0.9051254266965668,0.8827071039549937,0.5474898119507027,3650203719.0,11.426349206349204,-2.0377861165773634,0.0,2.0377861165773634
636,MSCI ACWI ex-US Index,20172,-0.26101768,-18.17392914,1.505452401,-2.0,0.946481046,-0.0553117800000002,-0.1817392909999999,0.015054524,1.68996388,0.0,-0.027648841303427,-0.0720078208029443,,-0.1427223770000001,0.9051254266965668,0.8827071039549937,0.5474898119507027,3650203719.0,11.426349206349204,-2.0377861165773634,0.0,2.0377861165773634
637,MSCI ACWI ex-US Index,20173,-0.304303404,-3.918257589999996,-0.5682426360000004,-2.0,-1.157280302,-1.6018710600000006,-0.039182576,-0.005682427,1.68996388,0.0,-0.6645594582888738,-0.0468398219337895,,3.0595656739999995,0.9088384405831956,0.8867093070586186,0.5377565746976232,4152608342.0,10.944285714285712,-2.3370200625284205,0.0,2.3370200625284205
638,MSCI ACWI ex-US Index,20173,-0.304303404,-3.918257589999996,-0.5682426360000004,-2.0,-1.157280302,-1.6018710600000006,-0.039182576,-0.005682427,1.68996388,0.0,-0.6645594582888738,-0.0468398219337895,,3.0595656739999995,0.9088384405831956,0.8867093070586186,0.5377565746976232,4152608342.0,10.944285714285712,-2.3370200625284205,0.0,2.3370200625284205
639,MSCI ACWI ex-US Index,20174,-0.3318438219999999,-2.818965329999997,-4.501752252999999,-2.0,-1.34194885,-1.528918319999999,-0.0281896529999999,-0.045017523,1.68996388,0.0,-0.6436959927870325,-0.1902467290555846,,1.9922755489999997,1.0291237134807187,0.9101556099786594,1.462851486642377,4701425272.0,10.307936507936502,-2.6415168468558594,0.0,2.6415168468558594
640,MSCI ACWI ex-US Index,20174,-0.3318438219999999,-2.818965329999997,-4.501752252999999,-2.0,-1.34194885,-1.528918319999999,-0.0281896529999999,-0.045017523,1.68996388,0.0,-0.6436959927870325,-0.1902467290555846,,1.9922755489999997,1.0291237134807187,0.9101556099786594,1.462851486642377,4701425272.0,10.307936507936502,-2.6415168468558594,0.0,2.6415168468558594
641,MSCI ACWI ex-US Index,20181,-0.343805926,-0.8375728400000071,0.9895947590000008,-2.0,-1.0107663000000002,-1.3045596700000015,-0.0083757279999999,0.009895947,1.68996388,0.0,-0.5732027357394,-0.0617689757792948,403.7642857,0.9805568519999994,0.9215431181671564,0.9108394044862884,0.5524317214178163,4740972155.0,17.354754098360658,4.843363423807116,4.843363423807116,-0.0
642,MSCI ACWI ex-US Index,20181,-0.343805926,-0.8375728400000071,0.9895947590000008,-2.0,-1.0107663000000002,-1.3045596700000015,-0.0083757279999999,0.009895947,1.68996388,0.0,-0.5732027357394,-0.0617689757792948,403.7642857,0.9805568519999994,0.9215431181671564,0.9108394044862884,0.5524317214178163,4740972155.0,17.354754098360658,4.843363423807116,4.843363423807116,-0.0
643,MSCI ACWI ex-US Index,20182,-0.337113434,-7.165287720000002,1.245324140000001,-2.0,-0.8407029760000002,-1.2476281700000005,-0.0716528779999999,0.012453242,1.68996388,0.0,-0.5537780320483333,-0.0688745553732081,10.747619050000004,2.4056559079999995,0.9136509647117758,0.8867093070586186,0.595169034554448,4807011756.0,15.337499999999999,-2.024918647897522,0.0,2.024918647897522
644,MSCI ACWI ex-US Index,20182,-0.337113434,-7.165287720000002,1.245324140000001,-2.0,-0.8407029760000002,-1.2476281700000005,-0.0716528779999999,0.012453242,1.68996388,0.0,-0.5537780320483333,-0.0688745553732081,10.747619050000004,2.4056559079999995,0.9136509647117758,0.8867093070586186,0.595169034554448,4807011756.0,15.337499999999999,-2.024918647897522,0.0,2.024918647897522
645,MSCI ACWI ex-US Index,20183,-0.323902358,-3.773345280000001,0.2041690699999999,-2.0,-2.103508589,-1.7514302600000011,-0.037733453,0.00204169,1.68996388,0.0,-0.7042662175192654,-0.1274898409128774,3.236315789,4.758770278,0.9575926536765414,0.9114150940113332,0.8800602969429397,4519156464.0,12.856825396825391,-3.1169158892814544,0.0,3.1169158892814544
646,MSCI ACWI ex-US Index,20183,-0.323902358,-3.773345280000001,0.2041690699999999,-2.0,-2.103508589,-1.7514302600000011,-0.037733453,0.00204169,1.68996388,0.0,-0.7042662175192654,-0.1274898409128774,3.236315789,4.758770278,0.9575926536765414,0.9114150940113332,0.8800602969429397,4519156464.0,12.856825396825391,-3.1169158892814544,0.0,3.1169158892814544
647,MSCI ACWI ex-US Index,20184,-0.462820728,15.179546529999996,-2.072140529999998,-2.0,-7.414786796,-1.4968347799999968,0.1517954649999999,-0.020721405,1.68996388,0.0,-0.6342038404903597,-0.2407826545483617,3.615,4.248309267,1.090939672019684,0.9540281716600384,1.4242566198342548,5854393842.0,21.053650793650796,6.787605462256419,6.787605462256419,-0.0
648,MSCI ACWI ex-US Index,20184,-0.462820728,15.179546529999996,-2.072140529999998,-2.0,-7.414786796,-1.4968347799999968,0.1517954649999999,-0.020721405,1.68996388,0.0,-0.6342038404903597,-0.2407826545483617,3.615,4.248309267,1.090939672019684,0.9540281716600384,1.4242566198342548,5854393842.0,21.053650793650796,6.787605462256419,6.787605462256419,-0.0
649,MSCI ACWI ex-US Index,20191,-0.3594610359999999,-0.663792750000006,0.3365337979999999,-2.0,-4.307419034,-2.4170082500000003,-0.0066379269999999,0.0033653379999999,1.68996388,0.0,-0.8362302133296217,-0.0813169676216946,,1.7791632169999998,0.986708147142339,0.9190027402285886,0.7140425325719585,5372308488.0,16.47,-3.4387384737072892,0.0,3.4387384737072892
650,MSCI ACWI ex-US Index,20191,-0.3594610359999999,-0.663792750000006,0.3365337979999999,-2.0,-4.307419034,-2.4170082500000003,-0.0066379269999999,0.0033653379999999,1.68996388,0.0,-0.8362302133296217,-0.0813169676216946,,1.7791632169999998,0.986708147142339,0.9190027402285886,0.7140425325719585,5372308488.0,16.47,-3.4387384737072892,0.0,3.4387384737072892
651,MSCI ACWI ex-US Index,20192,-0.3638156219999999,-3.5355505400000027,0.1064483659999999,-2.0,-3.731666183,-2.4412428099999985,-0.035355506,0.0010644829999999,1.68996388,0.0,-0.8398373826243593,-0.016935306285061,1.7135000000000002,1.3151934990000005,1.0124190902923835,0.9141540948417988,0.734785748121248,5372820932.0,15.183015873015874,-1.5703382112535795,0.0,1.5703382112535795
652,MSCI ACWI ex-US Index,20192,-0.3638156219999999,-3.5355505400000027,0.1064483659999999,-2.0,-3.731666183,-2.4412428099999985,-0.035355506,0.0010644829999999,1.68996388,0.0,-0.8398373826243593,-0.016935306285061,1.7135000000000002,1.3151934990000005,1.0124190902923835,0.9141540948417988,0.734785748121248,5372820932.0,15.183015873015874,-1.5703382112535795,0.0,1.5703382112535795
653,MSCI ACWI ex-US Index,20193,-0.3956334159999999,1.2151176799999988,-0.130488357,-2.0,-2.555862841,-2.5056774,0.0121511769999999,-0.0013048829999999,1.68996388,0.0,-0.8490777392958448,-0.0918770442280512,2.087,2.477146018,1.0437289270731729,0.9336950246004267,0.7760571379413377,5577153996.0,15.960156250000002,0.09276180937642486,0.09276180937642486,-0.0
654,MSCI ACWI ex-US Index,20193,-0.3956334159999999,1.2151176799999988,-0.130488357,-2.0,-2.555862841,-2.5056774,0.0121511769999999,-0.0013048829999999,1.68996388,0.0,-0.8490777392958448,-0.0918770442280512,2.087,2.477146018,1.0437289270731729,0.9336950246004267,0.7760571379413377,5577153996.0,15.960156250000002,0.09276180937642486,0.09276180937642486,-0.0
655,MSCI ACWI ex-US Index,20194,-0.400618276,7.447499199999996,-0.181667397,-2.0,-3.5042669820000003,-2.1519230999999976,0.0744749919999999,-0.001816674,1.68996388,0.0,-0.7916966932258027,-0.1865543433381782,2.61,4.053222935999999,1.09243284924451,0.9316181755898818,1.4107075119579615,5961466010.0,13.985781249999997,-2.416596487635273,0.0,2.416596487635273
656,MSCI ACWI ex-US Index,20194,-0.400618276,7.447499199999996,-0.181667397,-2.0,-3.5042669820000003,-2.1519230999999976,0.0744749919999999,-0.001816674,1.68996388,0.0,-0.7916966932258027,-0.1865543433381782,2.61,4.053222935999999,1.09243284924451,0.9316181755898818,1.4107075119579615,5961466010.0,13.985781249999997,-2.416596487635273,0.0,2.416596487635273
657,MSCI ACWI ex-US Index,20201,-0.362008214,-13.063673499999991,6.31358118,-2.0,-6.524187794,-1.589080920000001,-0.1306367349999999,0.063135811,1.68996388,0.0,-0.6609735113115817,-0.1406669989594586,22.41318182,15.007785859999998,1.1107009537701236,0.9385820191498948,1.474219515048193,4210293575.0,31.224516129032253,16.181297789518222,16.181297789518222,-0.0
658,MSCI ACWI ex-US Index,20201,-0.362008214,-13.063673499999991,6.31358118,-2.0,-6.524187794,-1.589080920000001,-0.1306367349999999,0.063135811,1.68996388,0.0,-0.6609735113115817,-0.1406669989594586,22.41318182,15.007785859999998,1.1107009537701236,0.9385820191498948,1.474219515048193,4210293575.0,31.224516129032253,16.181297789518222,16.181297789518222,-0.0
659,MSCI All Argentina 25/50 Index,20172,,,,,,,,,,,,,,,0.5431440645130494,0.1887926331210362,0.6343519615621531,186967406.8,11.426349206349204,-2.0377861165773634,0.0,2.0377861165773634
660,MSCI All Argentina 25/50 Index,20173,,,,,,,,,,,,,,,0.5688502429049013,0.4173807056007464,0.5204915988965519,170723799.3,10.944285714285712,-2.3370200625284205,0.0,2.3370200625284205
661,MSCI All Argentina 25/50 Index,20174,,,,,,,,,,,,,,,0.5982010311786681,0.4795327814552191,0.416140907525825,261795812.5,10.307936507936502,-2.6415168468558594,0.0,2.6415168468558594
662,MSCI All Argentina 25/50 Index,20181,,,,,,,,,,,,,,,0.8750683789553397,0.6459687780804567,0.6230489326961945,273078345.2,17.354754098360658,4.843363423807116,4.843363423807116,-0.0
663,MSCI All Argentina 25/50 Index,20182,,,,,,,,,,,,,,,0.6628943796329868,0.4795327814552191,0.6191068389848652,204701857.1,15.337499999999999,-2.024918647897522,0.0,2.024918647897522
664,MSCI All Argentina 25/50 Index,20183,,,,,,,,,,,,,,,0.6950127600224315,0.5441751504235736,0.591509982818377,112134605.3,12.856825396825391,-3.1169158892814544,0.0,3.1169158892814544
665,MSCI All Argentina 25/50 Index,20184,,,,,,,,,,,,,,,0.7253110509243835,0.5441751504235736,0.6603264766787981,106280986.8,21.053650793650796,6.787605462256419,6.787605462256419,-0.0
666,MSCI All Argentina 25/50 Index,20191,,,,,,,,,,,,,,,0.676854359535353,0.5168407776657402,0.6918832312279141,124325714.5,16.47,-3.4387384737072892,0.0,3.4387384737072892
667,MSCI All Argentina 25/50 Index,20192,,,,,,,,,,,,,,,0.6192104413632884,0.4521984086973857,0.5946753507036749,118664686.5,15.183015873015874,-1.5703382112535795,0.0,1.5703382112535795
668,MSCI All Argentina 25/50 Index,20193,,,,,,,,,,,,,,,0.6464642749536402,0.6117132936452025,0.3702134206347919,69008763.09,15.960156250000002,0.09276180937642486,0.09276180937642486,-0.0
669,MSCI All Argentina 25/50 Index,20194,,,,,,,,,,,,,,,0.562112528810397,0.6030206099607751,0.3642023523442469,92636713.04,13.985781249999997,-2.416596487635273,0.0,2.416596487635273
670,MSCI All Argentina 25/50 Index,20201,,,,,,,,,,,,,,,0.4749692830137288,0.5383782409924207,0.2030185488884743,56845641.96,31.224516129032253,16.181297789518222,16.181297789518222,-0.0
671,MSCI China All Shares Index,20161,1.0,90.41340006,0.224274409,63.0,0.426857375,9.470737309,0.904134001,0.002242744,10.05012883,0.0,1.0,0.634049167007923,4170.6175,16.97772912,0.634049167007923,0.5095287024768222,0.3059188130932346,7845257.273,20.486229508196722,3.34511271181686,3.34511271181686,-0.0
672,MSCI China All Shares Index,20162,1.0,92.41574908,3.115151832,71.0,2.94908746,11.93848205,0.924157491,0.031151518,10.05012883,0.0,1.0,0.3604419173756122,369.6228071,15.98102348,0.3604419173756122,0.4292232593796457,0.1721858644330005,6947766.273,15.675937500000002,-3.842188261928152,0.0,3.842188261928152
673,MSCI China All Shares Index,20163,1.0,79.99299025,11.51668388,63.0,4.76964827,11.39002903,0.799929902,0.115166839,10.05012883,0.0,1.0,0.4053284088530866,175.5432791,17.23952136,0.4053284088530866,0.4292232593796457,0.2304037437525969,4678650.476,13.233906249999997,-2.9728153507895527,0.0,2.9728153507895527
674,MSCI China All Shares Index,20164,1.0,220.4056087,-55.63658762,62.0,1.974946869,10.41752155,2.204056087,-0.556365876,10.05012883,0.0,1.0,0.4176958042867753,317.206039,13.39886699,0.4176958042867753,0.4543780204174324,0.2082940779932287,4395360.667,14.097936507936511,-0.42769121557883594,0.0,0.42769121557883594
675,MSCI China All Shares Index,20171,1.0,44.96581119,2.16522698,62.0,1.999106595,10.44483844,0.449658112,0.02165227,10.05012883,0.0,1.0,0.4018028807011979,474.1929245,15.73881005,0.4018028807011979,0.4543780204174324,0.1843441164012412,4354582.0,11.691935483870967,-3.428490515217929,0.0,3.428490515217929
676,MSCI China All Shares Index,20172,1.0,55.21393226,6.034822034,50.0,3.731554908,11.14941528,0.552139323,0.06034822,10.05012883,0.0,1.0,0.4380516390109268,,14.15926613,0.4380516390109268,0.4795327814552191,0.1933843819035176,4681806.818,11.426349206349204,-2.0377861165773634,0.0,2.0377861165773634
677,MSCI China All Shares Index,20173,1.0,40.97802942,-1.443546062,50.0,14.20134758,13.65321342,0.409780294,-0.014435461,10.05012883,0.0,1.0,0.5022541489706455,,8.956160001,0.5022541489706455,0.545470785311064,0.1588395765067861,17183434.25,10.944285714285712,-2.3370200625284205,0.0,2.3370200625284205
678,MSCI China All Shares Index,20174,1.0,50.72860648,-5.377578456,50.0,3.768043936,13.2708527,0.507286065,-0.053775785,10.05012883,0.0,1.0,0.6712260535445583,,8.125018114,0.6712260535445583,0.5833250792146903,0.3822103711140564,38784931.5,10.307936507936502,-2.6415168468558594,0.0,2.6415168468558594
679,MSCI China All Shares Index,20181,1.0,112.9622598,12.26874535,50.0,2.385631318,12.67950763,1.129622598,0.122687454,10.05012883,0.0,1.0,0.7734203319683384,189.6038095,16.01661788,0.7324125322838964,0.6087126083605272,0.5497659511018905,34452842.62,17.354754098360658,4.843363423807116,4.843363423807116,-0.0
680,MSCI China All Shares Index,20182,1.0,71.75270176,-6.575661986,50.0,1.51595434,12.24314221,0.717527018,-0.06575662,10.05012883,0.0,1.0,0.6684053339218748,23.15904762,9.600111481,0.6337982540736351,0.6065809207809109,0.3540525743566084,35364057.62,15.337499999999999,-2.024918647897522,0.0,2.024918647897522
681,MSCI China All Shares Index,20183,0.8501701639999999,8.642775810000003,-0.6857077520000003,-22.0,0.477292618,3.09275437,0.086427758,-0.006857077,10.05012883,-25.0,0.9131857570733958,0.3590704502830157,-17.10684211,-18.882149360000003,0.6454979406941911,0.6087126083605272,0.3641052363282858,31097734.21,12.856825396825391,-3.1169158892814544,0.0,3.1169158892814544
682,MSCI China All Shares Index,20183,0.8501701639999999,8.642775810000003,-0.6857077520000003,-22.0,0.477292618,3.09275437,0.086427758,-0.006857077,10.05012883,-25.0,0.9131857570733958,0.3590704502830157,-17.10684211,-18.882149360000003,0.6454979406941911,0.6087126083605272,0.3641052363282858,31097734.21,12.856825396825391,-3.1169158892814544,0.0,3.1169158892814544
683,MSCI China All Shares Index,20184,0.880090144,35.91752111,3.417660419999997,-22.0,-2.2689225010000005,2.0004945000000003,0.359175211,0.034176604,10.05012883,-25.0,0.7616979750600448,0.5173287686395596,-21.773609030000003,-22.57216259,0.9681210629481364,0.6749670084615238,0.6522159445943101,36153474.47,21.053650793650796,6.787605462256419,6.787605462256419,-0.0
684,MSCI China All Shares Index,20184,0.880090144,35.91752111,3.417660419999997,-22.0,-2.2689225010000005,2.0004945000000003,0.359175211,0.034176604,10.05012883,-25.0,0.7616979750600448,0.5173287686395596,-21.773609030000003,-22.57216259,0.9681210629481364,0.6749670084615238,0.6522159445943101,36153474.47,21.053650793650796,6.787605462256419,6.787605462256419,-0.0
685,MSCI China All Shares Index,20191,0.949091804,6.937064530000001,-1.251417632,-22.0,2.8719224370000003,5.035886719999999,0.069370645,-0.012514176,10.05012883,-25.0,0.9870831024122434,0.3747439487598178,,-18.98497135,0.7260309532857617,0.6088175193919281,0.5591046005980931,246502799.1,16.47,-3.4387384737072892,0.0,3.4387384737072892
686,MSCI China All Shares Index,20191,0.949091804,6.937064530000001,-1.251417632,-22.0,2.8719224370000003,5.035886719999999,0.069370645,-0.012514176,10.05012883,-25.0,0.9870831024122434,0.3747439487598178,,-18.98497135,0.7260309532857617,0.6088175193919281,0.5591046005980931,246502799.1,16.47,-3.4387384737072892,0.0,3.4387384737072892
687,MSCI China All Shares Index,20192,0.8874180300000001,-10.992221060000006,3.647500104,-22.0,9.488991967,8.539703111,-0.1099222109999999,0.036475001,10.05012883,-25.0,0.9996089798479864,0.7434282081586567,-1.266499999999997,-5.633650419999999,0.867262930462466,0.8057421942250289,0.5612065023971914,125899996.0,15.183015873015874,-1.5703382112535795,0.0,1.5703382112535795
688,MSCI China All Shares Index,20192,0.8874180300000001,-10.992221060000006,3.647500104,-22.0,9.488991967,8.539703111,-0.1099222109999999,0.036475001,10.05012883,-25.0,0.9996089798479864,0.7434282081586567,-1.266499999999997,-5.633650419999999,0.867262930462466,0.8057421942250289,0.5612065023971914,125899996.0,15.183015873015874,-1.5703382112535795,0.0,1.5703382112535795
689,MSCI China All Shares Index,20193,0.685051388,-2.323779039999998,-0.6048904939999997,-22.0,0.692684437,3.7035460160000007,-0.0232377899999999,-0.006048905,10.05012883,-25.0,0.951912656934708,0.5785783352872798,-11.535500000000004,-9.64514967,0.7115713838617211,0.6132928452862856,0.4152153399806303,45934336.16,15.960156250000002,0.09276180937642486,0.09276180937642486,-0.0
690,MSCI China All Shares Index,20193,0.685051388,-2.323779039999998,-0.6048904939999997,-22.0,0.692684437,3.7035460160000007,-0.0232377899999999,-0.006048905,10.05012883,-25.0,0.951912656934708,0.5785783352872798,-11.535500000000004,-9.64514967,0.7115713838617211,0.6132928452862856,0.4152153399806303,45934336.16,15.960156250000002,0.09276180937642486,0.09276180937642486,-0.0
691,MSCI China All Shares Index,20194,0.829499099,117.6008166,-16.54269646,50.0,0.702619036,11.5783043,1.176008166,-0.165426965,10.05012883,0.0,1.0,0.6651207337777184,17.67625,19.56860564,0.6651207337777184,0.5697901106289576,0.4366347600787527,45237813.93,13.985781249999997,-2.416596487635273,0.0,2.416596487635273
692,MSCI China All Shares Index,20201,0.657109548,-14.394610700000015,-3.5708378199999977,-22.0,0.744121164,2.417208931,-0.1439461070000001,-0.0357083779999999,10.05012883,-25.0,0.8362603850957364,0.3253766416132703,-11.075454540000004,-41.10033373,0.6094315721570682,0.530762701865987,0.3958153790647204,41928634.01,31.224516129032253,16.181297789518222,16.181297789518222,-0.0
693,MSCI China All Shares Index,20201,0.657109548,-14.394610700000015,-3.5708378199999977,-22.0,0.744121164,2.417208931,-0.1439461070000001,-0.0357083779999999,10.05012883,-25.0,0.8362603850957364,0.3253766416132703,-11.075454540000004,-41.10033373,0.6094315721570682,0.530762701865987,0.3958153790647204,41928634.01,31.224516129032253,16.181297789518222,16.181297789518222,-0.0
694,MSCI Emerging Markets ESG Leaders Index,20184,,,,,,,,,,,,,,,0.6177681711806432,0.6177681711806432,,13924436.19,21.053650793650796,6.787605462256419,6.787605462256419,-0.0
695,MSCI Emerging Markets ESG Leaders Index,20191,-0.032868112,-52.841535670000006,-1.112663685,-6.0,0.140717697,0.7043831049999998,-0.5284153570000001,-0.011126637,0.945343806,0.0,0.3383176911131888,1.4728458260609658,,-22.33805984,1.4960865998479134,1.6092445702871403,1.2888374828656144,15090701.55,16.47,-3.4387384737072892,0.0,3.4387384737072892
696,MSCI Emerging Markets ESG Leaders Index,20191,-0.032868112,-52.841535670000006,-1.112663685,-6.0,0.140717697,0.7043831049999998,-0.5284153570000001,-0.011126637,0.945343806,0.0,0.3383176911131888,1.4728458260609658,,-22.33805984,1.4960865998479134,1.6092445702871403,1.2888374828656144,15090701.55,16.47,-3.4387384737072892,0.0,3.4387384737072892
697,MSCI Emerging Markets ESG Leaders Index,20192,-0.011950004,-29.20376789,-6.241260241,-6.0,-0.0789861109999998,-0.0811189999999992,-0.292037679,-0.062412602,0.945343806,0.0,-0.0405372735122381,1.1770201900252433,-12.83583333,-9.93330641,0.7581623741717461,0.6132928452862856,0.6252915725005784,15138336.0,15.183015873015874,-1.5703382112535795,0.0,1.5703382112535795
698,MSCI Emerging Markets ESG Leaders Index,20192,-0.011950004,-29.20376789,-6.241260241,-6.0,-0.0789861109999998,-0.0811189999999992,-0.292037679,-0.062412602,0.945343806,0.0,-0.0405372735122381,1.1770201900252433,-12.83583333,-9.93330641,0.7581623741717461,0.6132928452862856,0.6252915725005784,15138336.0,15.183015873015874,-1.5703382112535795,0.0,1.5703382112535795
699,MSCI Emerging Markets ESG Leaders Index,20193,-0.0078443539999999,-26.43915051,-5.232891125,-6.0,1.528965992,1.8312835409999997,-0.264391506,-0.052328911,0.945343806,0.0,0.7238291241866031,0.9929490997094864,-5.0760000000000005,-6.428373610000001,1.5250547832164665,1.6409275166906785,1.1180439710350845,15016990.09,15.960156250000002,0.09276180937642486,0.09276180937642486,-0.0
700,MSCI Emerging Markets ESG Leaders Index,20193,-0.0078443539999999,-26.43915051,-5.232891125,-6.0,1.528965992,1.8312835409999997,-0.264391506,-0.052328911,0.945343806,0.0,0.7238291241866031,0.9929490997094864,-5.0760000000000005,-6.428373610000001,1.5250547832164665,1.6409275166906785,1.1180439710350845,15016990.09,15.960156250000002,0.09276180937642486,0.09276180937642486,-0.0
701,MSCI Emerging Markets ESG Leaders Index,20194,0.06921299,-55.49451499999999,1.3949247659999997,-6.0,0.4853478900000001,0.7164909020000003,-0.55494515,0.013949248,0.945343806,0.0,0.3436676444750874,0.3283788828949352,-4.561249999999998,-6.043904340000001,1.3126242649543165,1.1293478439356608,1.1270290889043042,17382124.8,13.985781249999997,-2.416596487635273,0.0,2.416596487635273
