index_name,ST_BUSHEE,st_75_,index_id,RelSPread_crsp,turnover_perc,numholdings_,aum_ETFG_,dvol,sep_ind_,top3_issuer,urgency_mean,urgency_std,aum_ind_bn,dvol_ind_bn,spread_ind_bps,num_const_00,ratio_hu,d_OwnIndex
Fidelity Dividend Index for Rising Rates,0.123101855,0,Fidelity Dividend Index for Rising Rates,0.002218415,132.9892457,133.5338645,300166439.7,1628625.528,0,0,1.07817581,0.672678262,0.30016644,0.001628626,22.1841513,1.335338645,0.623904057,1
Fidelity International High Dividend Index,0.227955786,0,Fidelity International High Dividend Index,0.00456738,213.6124516,104.0318725,41259727.61,371900.7665,0,0,0.960305892,0.70291662,0.041259728,0.000371901,45.67379741,1.040318725,0.731971579,1
Fidelity International Value Factor Index,0.423115481,0,Fidelity International Value Factor Index,0.005459596,164.2337918,120.063745,14480272.15,99165.3114,0,0,0.680406988,0.435428007,0.014480272,9.92E-05,54.59595618,1.20063745,0.639952286,1
Fidelity Small-Mid Factor Index,0.374439585,0,Fidelity Small-Mid Factor Index,0.003313244,602.6298906,598.7171315,18188438.43,366030.7107,0,0,0.628642762,0.343009753,0.018188438,0.000366031,33.13243919,5.987171315,0.545635414,1
Fidelity Stocks for Inflation Factor Index,0.941159878,1,Fidelity Stocks for Inflation Factor Index,0.006024393,364.4207937,100.1992032,2901253.72,36824.26283,0,0,0.382989845,0.214306213,0.002901254,3.68E-05,60.24393348,1.001992032,0.559561084,1
Fidelity Targeted Emerging Markets Factor Index,0.566824208,1,Fidelity Targeted Emerging Markets Factor Index,0.005104888,305.5155337,222.0836653,9208329.141,113321.2168,0,0,0.532264153,0.285539372,0.009208329,0.000113321,51.04888466,2.220836653,0.536461773,1
Fidelity Targeted International Factor Index,0.221315327,0,Fidelity Targeted International Factor Index,0.003715787,181.0864558,219.4183267,9692639.635,77991.20439,0,0,0.397386187,0.166269666,0.00969264,7.80E-05,37.15786645,2.194183267,0.418408266,1
Fidelity U.S. Low Volatility Factor Index,0.31522358,0,Fidelity U.S. Low Volatility Factor Index,0.001483917,256.671491,129.5139442,366327309.1,3792093.95,0,0,0.913533634,0.714859093,0.366327309,0.003792094,14.83916649,1.295139442,0.782520825,1
Fidelity U.S. Momentum Factor Index,0.173151752,0,Fidelity U.S. Momentum Factor Index,0.001670715,270.2639201,128.9442231,90800881.6,961606.9542,0,0,1.003848387,0.713930688,0.090800882,0.000961607,16.70714814,1.289442231,0.71119374,1
Fidelity U.S. Quality Factor Index,0.230633488,0,Fidelity U.S. Quality Factor Index,0.00210858,269.6316919,129.4462151,145520796.6,1490205.216,0,0,0.986214529,0.885883198,0.145520797,0.001490205,21.08580167,1.294462151,0.898266221,1
Fidelity U.S. Value Factor Index,0.170289452,0,Fidelity U.S. Value Factor Index,0.003135443,224.5442902,129.2908367,197214704.2,1836566.893,0,0,0.924275428,0.716926446,0.197214704,0.001836567,31.35442912,1.292908367,0.775663211,1
Financial Select Sector SPDR,0.169994348,0,US Financials Sector,0.000546374,1239.544765,245.0026827,12755092483,857871945.1,1,1,0.981148878,0.691366914,12.75509248,0.857871945,5.46373965,2.450026827,0.704650364,1
First Trust Dow Jones Internet Index,0.266364631,0,US Internet Sector,0.001137742,186.644075,87.9123506,726499076.1,5118856.411,1,0,0.926148311,0.532406394,0.726499076,0.005118856,11.37741885,0.879123506,0.574860838,0
Fundamental Income Net Lease Real Estate Index,0.479020232,0,Fundamental Income Net Lease Real Estate Index,0.002818382,188.2704376,24.28853755,43037800.8,311310.4383,0,0,0.973280875,0.445808687,0.043037801,0.00031131,28.18381853,0.242885375,0.45804731,1
Gavekal Knowledge Leaders Developed World Index,0.071193665,0,Gavekal Knowledge Leaders Developed World Index,0.001483592,86.15880834,327.7425743,132776342.3,371583.5335,0,0,0.927230981,0.756734556,0.132776342,0.000371584,14.83592004,3.277425743,0.816123029,1
Goldman Sachs ActiveBeta Emerging Markets Equity Index,0.099074657,0,Goldman Sachs ActiveBeta Emerging Markets Equity Index,0.001407288,111.806259,423.3003953,1706559810,7958821.417,0,0,0.812215519,0.499024762,1.70655981,0.007958821,14.07287956,4.233003953,0.614399443,1
Goldman Sachs ActiveBeta Europe Equity Index,0.359135805,0,Goldman Sachs ActiveBeta Europe Equity Index,0.002751293,153.2418944,396.3517787,16391524.69,112222.4958,0,0,0.652863432,0.627676398,0.016391525,0.000112222,27.5129284,3.963517787,0.96142067,1
Goldman Sachs ActiveBeta International Equity Index,0.191772883,0,Goldman Sachs ActiveBeta International Equity Index,0.001236928,183.8321638,788.1304348,1695864176,11731960.45,0,0,0.809063709,0.491897844,1.695864176,0.01173196,12.36927985,7.881304348,0.607984067,1
Goldman Sachs ActiveBeta Japan Equity Index,0.551233554,1,Goldman Sachs ActiveBeta Japan Equity Index,0.001695242,122.2499401,311.4347826,19173067.81,113526.9559,0,0,0.668591234,0.576273734,0.019173068,0.000113527,16.95242483,3.114347826,0.861922359,1
Goldman Sachs ActiveBeta U.S. Large Cap Equity Index,0.230017341,0,Goldman Sachs ActiveBeta U.S. Large Cap Equity Index,0.000682524,95.12363278,442.9565217,8859649786,34442832.5,0,0,0.940119965,0.644964358,8.859649786,0.034442833,6.825236991,4.429565217,0.68604474,1
Goldman Sachs ActiveBeta U.S. Small Cap Equity Index,0.18365367,0,Goldman Sachs ActiveBeta U.S. Small Cap Equity Index,0.004544703,253.4901456,1403.533597,127240814.1,1153110.553,0,0,0.697368765,0.460736176,0.127240814,0.001153111,45.44702618,14.03533597,0.660677965,1
Goldman Sachs Hedge Fund VIP Index TR,0.297565528,0,Goldman Sachs Hedge Fund VIP Index TR,0.001885467,146.1238776,49.31620553,104450646.1,583093.758,0,0,0.870773147,0.649835424,0.104450646,0.000583094,18.8546688,0.493162055,0.746274074,1
Hartford Multifactor Diversified International Index,0.987605837,1,Hartford Multifactor Diversified International Index,0.004504697,6.677281376,350.1792829,4816188.201,1390.774593,0,0,0.269086567,0.14772737,0.004816188,1.39E-06,45.04696882,3.501792829,0.548995706,1
Hartford Multifactor Low Volatility US Equity Index,0.824244399,1,Hartford Multifactor Low Volatility US Equity Index,0.005546839,98.53031984,254.2317881,6979315.335,27430.52451,0,0,1.009321068,0.533212321,0.006979315,2.74E-05,55.46839048,2.542317881,0.528288111,1
Hartford Multifactor Small Cap Index,0.415782326,0,Hartford Multifactor Small Cap Index,0.004645619,110.3879633,346.1832669,10469331.93,54806.16058,0,0,0.712414023,0.479717142,0.010469332,5.48E-05,46.45618602,3.461832669,0.673368472,1
Health Care Select Sector SPDR,0.175913504,0,US Healthcare Sector,0.000436277,662.1530629,237.7405556,16970828818,555501969.5,1,1,1.047510873,0.76617811,16.97082882,0.555501969,4.362770622,2.377405556,0.731427357,1
Hoya Capital Housing 100 Index,0.084832446,0,Hoya Capital Housing 100 Index,0.002732406,268.9691658,100.6324111,22846042.83,225040.7058,0,0,0.522250006,0.351114303,0.022846043,0.000225041,27.32406214,1.006324111,0.672310767,1
IBD Breakout Stocks Index,0.5117962,0,IBD Breakout Stocks Index,0.006639448,426.1522205,34.14229249,6043531.873,109777.7751,0,0,0.746303852,0.448494366,0.006043532,0.000109778,66.39447908,0.341422925,0.600954109,1
IBD ETF Leaders Index,0.606532829,1,IBD ETF Leaders Index,0.004524806,158.539143,36.01976285,9815401.119,64486.03181,0,0,0.724987498,0.44750723,0.009815401,6.45E-05,45.24805599,0.360197628,0.617261996,1
IISL S&P/CNX Nifty TR INR,0.318547152,0,IISL S&P/CNX Nifty TR INR,0.003090941,162.3423634,56.70355731,598882674.9,3902300.116,0,0,0.884862533,0.655801106,0.598882675,0.0039023,30.90941289,0.567035573,0.741133319,0
INDXX Hedged Dividend Income Index,0.704733403,1,INDXX Hedged Dividend Income Index,0.006344071,181.5438352,421.8428571,3370138.52,27750.0721,0,0,0.517838123,0.38981907,0.003370139,2.78E-05,63.4407137,4.218428571,0.752781714,1
INDXX India Consumer TR USD,0.330466932,0,INDXX India Consumer TR USD,0.009493786,119.1417786,35,79845789.65,371572.4414,0,0,0.691529904,0.498901265,0.07984579,0.000371572,94.93786442,0.35,0.721445684,1
INDXX U.S. Infrastructure Development Index,0.155777266,0,INDXX U.S. Infrastructure Development Index,0.00380074,400.9310092,95.46558704,258704326.1,4297119.004,0,0,0.835399156,0.460091076,0.258704326,0.004297119,38.00740344,0.95465587,0.550744004,1
IPOX 100 Europe Index,0.970752039,1,IPOX 100 Europe Index,0.002268951,315.0513111,101.0118577,2331821.862,32066.03141,0,0,0.212554525,0.122301112,0.002331822,3.21E-05,22.68950972,1.010118577,0.575387007,1
IPOX 100 TR USD,0.241096874,0,IPOX 100 TR USD,0.000814403,152.9557107,100.0197628,1409136626,8255393.089,0,0,0.832932992,0.506067744,1.409136626,0.008255393,8.144031496,1.000197628,0.607573177,1
IPOX International Index,0.498630396,0,IPOX International Index,0.003537629,499.9743387,50.02766798,221466389.6,4205671.755,0,0,0.528402569,0.292018646,0.22146639,0.004205672,35.37629272,0.50027668,0.552644258,1
IQ 500 International Index,0.387830456,0,IQ 500 International Index,0.002918559,13.46735804,558.612,236415567,178511.549,0,0,0.490864077,0.296827612,0.236415567,0.000178512,29.18558839,5.58612,0.604704288,1
IQ Candriam ESG International Equity Index,0.409521557,0,IQ Candriam ESG International Equity Index,0.002025059,48.6096567,637.268,73399492.18,467260.0758,0,0,0.165136289,,0.073399492,0.00046726,20.25059133,6.37268,,1
IQ Candriam ESG US Equity Index,0.409053968,0,IQ Candriam ESG US Equity Index,0.004055752,305.0282844,314.116,106841677,1189518.51,0,0,0.165136289,,0.106841677,0.001189519,40.5575195,3.14116,,1
IQ Global Agribusiness Small Cap TR USD,0.728526819,1,IQ Global Agribusiness Small Cap TR USD,0.002304316,111.9867712,48.42857143,6786567.318,36540.04786,0,0,0.62154486,0.390545496,0.006786567,3.65E-05,23.04315562,0.484285714,0.628346433,1
IQ Global Resources TR USD,0.158777426,0,IQ Global Resources TR USD,0.001616477,231.7229481,249.396,25680358.95,238735.0214,0,0,0.771468457,0.480820401,0.025680359,0.000238735,16.16477341,2.49396,0.623253481,1
IQ Hedge Market Neutral USD,0.107407815,0,IQ Hedge Market Neutral USD,0.002107736,140.6178866,154.628,16994504.04,95033.96212,0,0,0.617001235,0.394275026,0.016994504,9.50E-05,21.07735981,1.54628,0.639018211,1
IQ Hedge Merger Arbitrage TR USD,0.194179288,0,IQ Hedge Merger Arbitrage TR USD,0.001609034,169.3583823,91.788,770177530.4,5231646.858,0,0,0.911967708,0.702500444,0.77017753,0.005231647,16.0903446,0.91788,0.77031285,1
ISE BICK USD,0.922140557,1,ISE BICK USD,0.011068565,94.73861758,88.16205534,80092348.89,346339.8291,0,0,0.586841527,0.367119214,0.080092349,0.00034634,110.6856544,0.881620553,0.625584928,1
ISE Chindia TR USD,0.706770628,1,ISE Chindia TR USD,0.001818599,139.1452639,49.42687747,155416989.3,1047999.961,0,0,0.696759175,0.466571322,0.155416989,0.001048,18.18598743,0.494268775,0.669630683,1
ISE Cloud Computing USD,0.02972503,0,ISE Cloud Computing USD,0.001067313,223.8245169,62.98418972,4035206538,35672664.85,0,0,0.790414241,0.615258464,4.035206538,0.035672665,10.67312627,0.629841897,0.778400023,1
ISE Cyber Security Index,0.178537622,0,ISE Cyber Security Index,0.001462259,170.034054,58.03162055,1477665086,10018160.03,0,0,0.989422721,0.662213905,1.477665086,0.01001816,14.62258793,0.580316206,0.669293206,1
ISE Global Engineering and Construction USD,,,ISE Global Engineering and Construction USD,0.004789014,329.9977317,59.91304348,6843669.019,93715.58352,0,0,0.622735563,0.525771361,0.006843669,9.37E-05,47.89013504,0.599130435,0.844293135,1
ISE Global Wind Energy USD,0.274956138,0,ISE Global Wind Energy USD,0.002190613,267.9359522,45.8458498,161942241.2,2061989.683,0,0,0.686503037,0.478841951,0.161942241,0.00206199,21.90612548,0.458458498,0.69750886,1
ISE Junior Silver (SM Miners/Explor) USD,0.431813563,0,ISE Junior Silver (SM Miners/Explor) USD,0.003112391,1246.864031,43.88142292,300350384.5,14619174.07,0,0,0.577991348,0.383463564,0.300350384,0.014619174,31.12390539,0.438814229,0.663441702,1
ISE Mobile Payments Index,0.44381248,0,ISE Mobile Payments Index,0.001898074,345.2788607,43.17786561,734586559.8,9428970.874,0,0,0.890538033,0.640997522,0.73458656,0.009428971,18.9807352,0.431778656,0.719786801,1
ISE Revere Natural Gas USD,0.395658605,0,ISE Revere Natural Gas USD,0.00155014,2367.785641,38.22134387,81509263.14,7681888.585,0,0,0.73743257,0.578909008,0.081509263,0.007681889,15.50139739,0.382213439,0.785033143,1
ISE Water,0.246819026,0,ISE Water,0.001201954,107.5172362,36.66403162,537267700.3,2260622.009,0,0,0.763959335,0.514308637,0.5372677,0.002260622,12.01953693,0.366640316,0.673214677,1
Indus India,0.182748356,0,Indus India,0.003744867,192.1041806,130.9683794,91783137.3,724231.1655,0,0,0.86772951,0.563215935,0.091783137,0.000724231,37.44867147,1.309683794,0.649068551,1
Industrial Select Sector SPDR,0.139533156,0,US Industrials Sector,0.000466379,1304.057693,213.620332,7049659022,517119983.8,1,1,0.957242647,0.677753331,7.049659022,0.517119984,4.66379461,2.13620332,0.708026677,1
Indxx 5G & NextG Thematic Index,0.413830125,0,Indxx 5G & NextG Thematic Index,0.002762247,210.4241248,99.64426877,484894811.4,3815733.996,0,0,0.62131874,0.295922054,0.484894811,0.003815734,27.62247371,0.996442688,0.476280587,1
Indxx Artificial Intelligence & Big Data Index,0.087778066,0,Indxx Artificial Intelligence & Big Data Index,0.004148159,322.5813593,91.55060729,70189287.68,1074961.651,0,0,0.734513862,0.47681372,0.070189288,0.001074962,41.48158521,0.915506073,0.649155509,1
Indxx Blockchain Index,0.408225162,0,Indxx Blockchain Index,0.004173377,104.2980649,104.1146245,41811233.27,188450.8106,0,0,0.719274324,0.387481793,0.041811233,0.000188451,41.73377004,1.041146245,0.538712116,1
Indxx Cybersecurity Index,0.796110631,1,Indxx Cybersecurity Index,0.005003154,911.9504758,31.66517857,30474712.54,1495673.07,0,0,0.496959623,0.368451071,0.030474713,0.001495673,50.03154201,0.316651786,0.741410477,1
Indxx Disruptive Technologies Index,0.107451227,0,Indxx Disruptive Technologies Index,0.002855806,184.0104035,101.016129,102143309.1,747222.7614,0,0,0.711794808,0.313723151,0.102143309,0.000747223,28.55805638,1.01016129,0.440749423,1
Indxx Global Agriculture Index,0.900630447,1,Indxx Global Agriculture Index,0.004185026,163.0301193,44.29644269,2934876.117,21246.01987,0,0,0.511745933,0.277947418,0.002934876,2.12E-05,41.85025574,0.442964427,0.543135569,1
Indxx Global Cloud Computing Index,0.640746506,1,Indxx Global Cloud Computing Index,0.001738949,593.7663888,39,862640958.2,22480952.42,0,0,1.016966584,0.671559247,0.862640958,0.022480952,17.38949281,0.39,0.660355274,1
Indxx Global Fintech Thematic Index,0.370366158,0,Indxx Global Fintech Thematic Index,0.002093702,272.9710497,42.57489879,613066505.5,6563249.123,0,0,0.778445915,0.526576136,0.613066506,0.006563249,20.93701878,0.425748988,0.676445372,1
Indxx Global Health & Wellness Thematic Index,0.163520807,0,Indxx Global Health & Wellness Thematic Index,0.004672085,222.0632626,64.12955466,19255321.47,187169.4139,0,0,0.561883666,0.320847078,0.019255321,0.000187169,46.72084823,0.641295547,0.571020474,1
Indxx Global Internet of Things Thematic Index,0.240665919,0,Indxx Global Internet of Things Thematic Index,0.002773941,238.2257915,57.26720648,200330975.5,1820866.256,0,0,0.884199581,0.471743293,0.200330976,0.001820866,27.73940816,0.572672065,0.533525805,1
Indxx Global Natural Resources Income Index,0.625227239,1,Indxx Global Natural Resources Income Index,0.006234534,115.3921056,50.11857708,6231809.577,31123.65163,0,0,0.54819749,0.352401725,0.00623181,3.11E-05,62.34534027,0.501185771,0.642837173,1
Indxx Global Robotics & Artificial Intelligence Thematic Index,0.477065726,0,Indxx Global Robotics & Artificial Intelligence Thematic Index,0.001298982,356.5750581,40.69635628,1603813385,22797165.38,0,0,0.886314374,0.600290667,1.603813385,0.022797165,12.98982199,0.406963563,0.677288651,1
Indxx Millennials Thematic Index,0.508375397,0,Indxx Millennials Thematic Index,0.004574641,207.9454071,84.22672065,86985514.26,719979.7162,0,0,0.573699305,0.309747277,0.086985514,0.00071998,45.74640785,0.842267206,0.53991224,1
Indxx Real Asset Income Index,0.004428877,0,Indxx Real Asset Income Index,0.004844018,75.73572273,93.676,142124005.2,739446.2324,0,0,0.862157575,0.579004272,0.142124005,0.000739446,48.44017838,0.93676,0.671575926,1
Innovation Labs Blockchain Innovators Index,0.862107341,1,Innovation Labs Blockchain Innovators Index,0.004210381,363.6624783,51.07692308,10870086.17,177554.8033,0,0,0.567641578,0.364136462,0.010870086,0.000177555,42.10380943,0.510769231,0.641490117,1
Innovation Labs Cannabis Index,0.783549966,1,Innovation Labs Cannabis Index,0.007591834,680.9802487,28.58333333,28676967.82,672889.1321,0,0,0.798332731,0.483005087,0.028676968,0.000672889,75.91834017,0.285833333,0.605017267,1
Innovation Labs Next Generation Vehicles Index,0.988130262,1,Innovation Labs Next Generation Vehicles Index,0.003400246,392.9638783,68.48178138,2640432.257,50300.70774,0,0,0.263799526,0.230177658,0.002640432,5.03E-05,34.0024572,0.684817814,0.872547658,1
Inspire 100 Index,0.46483502,0,Inspire 100 Index,0.004741867,192.5490818,97.98023715,106491143.4,758293.9526,0,0,1.007686428,0.555435477,0.106491143,0.000758294,47.41866797,0.979802372,0.551198728,1
Inspire Global Hope Large Cap Equal Weight Index,0.680431417,1,Inspire Global Hope Large Cap Equal Weight Index,0.002353057,180.8931908,318.6758893,117089792.8,843185.411,0,0,1.013063504,0.906944607,0.117089793,0.000843185,23.53056643,3.186758893,0.895249512,1
Inspire International ESG Index,0.935673383,1,Inspire International ESG Index,0.005444625,290.4372008,157.6521739,50773314.74,511243.5337,0,0,0.876943794,0.750173426,0.050773315,0.000511244,54.4462474,1.576521739,0.855440714,1
Inspire Small/Mid Cap Impact Equal Weight Index,0.682384083,1,Inspire Small/Mid Cap Impact Equal Weight Index,0.006123162,237.3567007,349.6126482,75804408.37,693283.8165,0,0,1.065623071,0.893476768,0.075804408,0.000693284,61.23161681,3.496126482,0.83845479,1
Invesco Aerospace & Defense,0.213726873,0,US Defense Sector,0.000800699,247.0746401,45.26623377,2071742240,24214995.96,1,0,0.961187722,0.60823808,2.07174224,0.024214996,8.006991593,0.452662338,0.632798428,1
Invesco China Technology,0.539771963,0.5,China Technology Sector,0.001292599,856.1103688,78.17494135,1779933452,76478853.47,1,0,0.882913908,0.627384418,1.779933452,0.076478853,12.9259854,0.781749414,0.710583911,1
Invesco Preferred Shares,0.131643578,0,Preferred Shares,0.00074001,247.7715746,399.8944846,11244672337,119563878.8,1,0,1.082975479,0.788952439,11.24467234,0.119563879,7.400099027,3.998944846,0.728504435,1
Invesco Strategic Developed ex-US Index,0.327424921,0,Invesco Strategic Developed ex-US Index,0.002278844,53.30719035,843.4426877,235087752.4,479127.2615,0,0,0.468816084,0.251944377,0.235087752,0.000479127,22.78844154,8.434426877,0.537405575,1
Invesco Strategic Developed ex-US Small Company Index,0.400457729,0,Invesco Strategic Developed ex-US Small Company Index,0.002482811,37.66149435,949.9119497,9933054.209,16976.13599,0,0,0.219145756,0.209406623,0.009933054,1.70E-05,24.82810607,9.499119497,0.955558653,1
Invesco Strategic Emerging Markets Index,0.782000798,1,Invesco Strategic Emerging Markets Index,0.003162829,80.3641075,393.8300395,21752315.67,69832.71621,0,0,0.436490348,0.243186854,0.021752316,6.98E-05,31.62828657,3.938300395,0.557141424,1
Invesco Strategic US Index,0.911728311,1,Invesco Strategic US Index,0.001646996,78.59561057,547.3280632,133823135,405659.8966,0,0,0.520837817,0.298838781,0.133823135,0.00040566,16.46995751,5.473280632,0.57376552,1
Invesco Strategic US Small Company Index,0.933877292,1,Invesco Strategic US Small Company Index,0.003436411,107.6177375,1194.316206,27434129.98,112729.7839,0,0,0.509632302,0.267603676,0.02743413,0.00011273,34.36411181,11.94316206,0.525091669,1
JP Morgan US Dividend Index,0.074278228,0,JP Morgan US Dividend Index,0.0029384,158.5521557,245.6719368,34043573.68,265341.9613,0,0,0.499117937,0.319170468,0.034043574,0.000265342,29.38399645,2.456719368,0.639469042,1
JP Morgan US Minimum Volatility Index,0.059748801,0,JP Morgan US Minimum Volatility Index,0.002025802,207.0174085,255.4150198,69725329.22,614064.7746,0,0,0.482802869,0.388487365,0.069725329,0.000614065,20.25802405,2.554150198,0.804650076,1
JP Morgan US Momentum Factor Index,0.085939895,0,JP Morgan US Momentum Factor Index,0.00185491,183.2410582,340.4229249,105793769.7,734587.1519,0,0,0.733573919,0.861447114,0.10579377,0.000734587,18.54909641,3.404229249,1.174315351,1
JP Morgan US Quality Factor Index,0.098014409,0,JP Morgan US Quality Factor Index,0.001502727,228.1563886,273.2608696,300509588.9,2478728.109,0,0,0.58907672,0.439201619,0.300509589,0.002478728,15.02726672,2.732608696,0.745576262,1
JP Morgan US Value Factor Index,0.136552462,0,JP Morgan US Value Factor Index,0.00244198,188.6662285,359.9130435,65307950.46,520619.3033,0,0,0.763350146,0.716569996,0.06530795,0.000520619,24.41979885,3.599130435,0.938717311,1
JPX-Nikkei 400 Net Total Return Index,0.838880663,1,JPX-Nikkei 400 Net Total Return Index,0.004072755,149.8580452,400.332119,55340303.11,264993.2269,1,0,0.702203804,0.44342548,0.055340303,0.000264993,40.72754594,4.00332119,0.631476898,1
JPX-Nikkei 400 Total Return USD Hedged Index,0.948180314,1,JPX-Nikkei 400 Total Return USD Hedged Index,0.004252251,48.06230856,7.335968379,2851657.087,5896.454301,0,0,0.366565051,0.229966181,0.002851657,5.90E-06,42.52250646,0.073359684,0.627354355,1
JUST US Large Cap Diversified Index,0.146156698,0,JUST US Large Cap Diversified Index,0.002459262,170.4660211,452.1185771,135582583.2,879424.8972,0,0,0.749915295,0.421969537,0.135582583,0.000879425,24.59261991,4.521185771,0.562689599,1
Janus Small Cap Growth Alpha Index,0.321521866,0,Janus Small Cap Growth Alpha Index,0.003107115,274.3353466,220.9442231,49902250.29,523393.4179,0,0,0.700902949,0.467275212,0.04990225,0.000523393,31.0711534,2.209442231,0.666676054,1
Janus Small/Mid Cap Growth Alpha Index,0.201069965,0,Janus Small/Mid Cap Growth Alpha Index,0.003372339,181.7379063,272.0358566,110959756.9,786760.4914,0,0,0.855269535,0.546163022,0.110959757,0.00078676,33.72338699,2.720358566,0.638585849,1
John Hancock Dimensional Consumer Staples Index,0.248310762,0,John Hancock Dimensional Consumer Staples Index,0.001980585,112.1919851,59.40239044,24115644.43,123499.1148,0,0,0.854158118,0.65769937,0.024115644,0.000123499,19.80585279,0.594023904,0.769997213,1
John Hancock Dimensional Developed International Index,0.077744098,0,John Hancock Dimensional Developed International Index,0.002956926,53.29304997,757.6613546,453481905.2,1002255.215,0,0,0.724683057,0.394269353,0.453481905,0.001002255,29.56926424,7.576613546,0.544057638,1
John Hancock Dimensional Emerging Markets Index,0.110287036,0,John Hancock Dimensional Emerging Markets Index,0.002193906,45.76209413,644.9681275,701382690.8,1276784.119,0,0,0.753476832,0.607798313,0.701382691,0.001276784,21.93906352,6.449681275,0.806658264,1
John Hancock Dimensional Energy Index,0.29150485,0,John Hancock Dimensional Energy Index,0.002764153,196.3222813,42.49800797,14331110.42,114605.9997,0,0,0.805885068,0.53006147,0.01433111,0.000114606,27.64153439,0.42498008,0.657738295,1
John Hancock Dimensional Industrials Index,0.254041166,0,John Hancock Dimensional Industrials Index,0.002112044,125.171225,166.5816733,30402997.81,167412.5661,0,0,0.809276641,0.642033689,0.030402998,0.000167413,21.12043587,1.665816733,0.793342668,1
John Hancock Dimensional Materials Index,0.284116268,0,John Hancock Dimensional Materials Index,0.001658663,57.62666479,61.96015936,20493076.44,44549.78326,0,0,0.829370318,0.681624985,0.020493076,4.45E-05,16.58663329,0.619601594,0.821858427,1
John Hancock Dimensional Media and Communications Index,0.460461314,0,John Hancock Dimensional Media and Communications Index,0.003178082,96.71723406,61.20318725,25037659.03,90306.41047,0,0,0.975765554,0.525524268,0.025037659,9.03E-05,31.78081562,0.612031873,0.538576367,1
John Hancock Dimensional Small Cap Index,0.018791333,0,John Hancock Dimensional Small Cap Index,0.001541235,100.3832496,374.0478088,489429716.1,1912598.817,0,0,0.79070935,0.442163314,0.489429716,0.001912599,15.4123452,3.740478088,0.559198287,1
John Hancock Dimensional Utilities Index,0.258664758,0,John Hancock Dimensional Utilities Index,0.001806642,108.5129313,52.86055777,26623734.26,145080.9621,0,0,0.848587954,0.761916072,0.026623734,0.000145081,18.06642056,0.528605578,0.897863408,1
KBW Bank TR USD,0.275252588,0,KBW Bank TR USD,0.000965058,1379.595117,25.60079051,654272853.5,32974124.65,0,0,0.875815656,0.579137652,0.654272854,0.032974125,9.650579764,0.256007905,0.661255194,1
KBW Fin Sector Divi Yield TR USD,0.325202169,0,KBW Fin Sector Divi Yield TR USD,0.001648203,229.7355538,41.44268775,238418496.7,2097158.335,0,0,0.889406652,0.525501018,0.238418497,0.002097158,16.48203407,0.414426877,0.590844488,1
KBW Property & Casualty TR USD,0.360357976,0,KBW Property & Casualty TR USD,0.002384084,241.661373,25.69565217,143986538.2,1368758.961,0,0,0.864007647,0.559582032,0.143986538,0.001368759,23.84083605,0.256956522,0.647658656,1
KBW Regional Banking TR USD,0.361445803,0,KBW Regional Banking TR USD,0.003961467,191.7044193,51.53754941,37346121.97,278191.695,0,0,0.73493595,0.453433162,0.037346122,0.000278192,39.61467284,0.515375494,0.616969631,1
LPX Direct Listed Private Equity TR USD,0.280842484,0,LPX Direct Listed Private Equity TR USD,0.005240767,92.41165475,54.66666667,17403286.71,60442.06319,0,0,0.732601923,0.477420181,0.017403287,6.04E-05,52.4076665,0.546666667,0.651677488,1
Lattice Risk-Optimized Advancing Markets Strategy Index,0.375756176,0,Lattice Risk-Optimized Advancing Markets Strategy Index,0.005838229,160.5569724,353.6015936,48433432.14,318514.0036,0,0,0.656344349,0.417775154,0.048433432,0.000318514,58.382288,3.536015936,0.636518246,1
Lattice Risk-Optimized Developed Markets (ex-US) Strategy Index,0.335693236,0,Lattice Risk-Optimized Developed Markets (ex-US) Strategy Index,0.001125211,211.4244613,510.2669323,2171181653,17983292.28,0,0,0.745234771,0.46386998,2.171181653,0.017983292,11.25210682,5.102669323,0.622448117,1
Lattice Risk-Optimized US Large Cap Equity Strategy Index,0.400610405,0,Lattice Risk-Optimized US Large Cap Equity Strategy Index,0.002149577,136.4172105,374.1115538,276531382.2,1512550.848,0,0,0.584028346,0.42606853,0.276531382,0.001512551,21.49576528,3.741115538,0.72953399,1
LibertyQ Emerging Markets Index,,,LibertyQ Emerging Markets Index,0.003051408,173.4043173,372.4183267,53702325.22,691418.1255,0,0,0.734106351,0.445985335,0.053702325,0.000691418,30.51408341,3.724183267,0.607521423,1
LibertyQ Global Dividend Index,,,LibertyQ Global Dividend Index,0.003981173,63.19746404,127.1752988,23198825.56,71119.94847,0,0,0.626924712,0.349511439,0.023198826,7.11E-05,39.81173448,1.271752988,0.557501454,1
LibertyQ Global Equity Index,,,LibertyQ Global Equity Index,0.003446302,69.80784516,664.0318725,14551657.89,55793.27544,0,0,0.776637261,0.408649366,0.014551658,5.58E-05,34.46302339,6.640318725,0.526177904,1
LibertyQ International Equity Hedged Index,,,LibertyQ International Equity Hedged Index,0.004667106,139.4648742,258.2031873,9847298.888,56976.48387,0,0,0.598290102,0.30891319,0.009847299,5.70E-05,46.67105547,2.582031873,0.51632676,1
LibertyQ Mid Cap Index,0.585769331,1,LibertyQ Mid Cap Index,0.002857581,116.8969542,201.8605578,20653512.15,108812.7838,0,0,0.429463814,0.307936093,0.020653512,0.000108813,28.57581406,2.018605578,0.717024538,1
